0.328528,-181.279,865.93
-0.207509,-0.22665,-0.951614
193.309,-352.619,864.657
216.879,-62.8831,790.51
-192.651,-9.94029,867.203
-216.222,-299.676,941.35
881.865,-210.214,82.7563
-0.910363,0.390405,0.137195
779.383,-410.413,-27.5731
828.586,-395.178,255.561
988.002,-6.26844,206.682
931.488,-28.996,-103.645
90.033,87.2474,0
88.8525,86.067,0
287.781,316.249,0
417.615,423.146,0
0.910343,0,0
0.00135633,0,0
1,0,0
20.1789,-166.29,796.975
-0.0574954,-0.0340857,-0.997764
205.564,-345.766,792.424
249.552,-49.2788,779.76
-165.206,13.1855,801.527
-209.194,-283.302,814.19
808.69,-217.243,65.8673
-0.972687,0.232002,-0.00738554
756.431,-439.836,-43.8181
764.448,-397.051,244.311
860.974,5.62608,181.012
852.908,-37.7124,-118.035
90.1108,88.2002,0
90.3164,88.4059,0
291.398,302.278,0
418.895,420.142,0
0.839949,0,0
0.00124789,0,0
2,0,0
47.9662,-162.589,840.97
0.0771888,-0.0344695,-0.99642
232.588,-341.739,861.47
277.371,-45.1782,854.68
-136.655,16.5612,820.471
-181.439,-280,827.261
849.136,-253.866,64.3247
-0.993311,0.109708,-0.0360269
827.69,-483.659,-44.1445
822.282,-437.125,246.662
870.543,-23.5662,175.397
876.028,-71.1146,-120.616
90.8017,88.5133,0
90.7672,88.4788,0
294.556,299.858,0
422.347,422.42,0
0.888604,0,0
0.0013453,0,0
3,0,0
29.1294,-181.338,854.284
-0.124539,-0.214663,-0.968716
223.521,-350.617,866.804
249.837,-59.5836,798.93
-165.262,-12.0596,841.764
-191.578,-303.093,909.639
868.738,-233.467,87.5338
-0.948027,0.284718,0.142059
793.449,-419.989,-41.072
834.123,-441.623,273.728
947.975,-23.9037,196.307
899.404,-48.3523,-78.8275
101.868,92.0232,0
92.5829,82.738,0
280.456,318.153,0
388.286,439.825,0
0.903811,0,0
0.00134845,0,0
4,0,0
43.3623,-135.368,830.504
0.0691977,0.194176,-0.978523
217.443,-324.213,805.34
279.244,-37.1278,866.679
-130.718,53.478,855.667
-192.52,-233.608,794.328
845.926,-249.061,33.6761
-0.95153,0.109277,-0.287487
846.272,-490.264,-59.1501
771.707,-412.179,217.326
845.391,-8.82292,126.766
920.336,-84.9781,-150.238
89.5567,90.0375,0
89.9495,90.4303,0
296.81,296.897,0
419.913,421.947,0
0.882472,0,0
0.00129417,0,0
5,0,0
-34.9044,-136.229,779.471
-0.295808,0.218838,-0.929843
111.914,-327.61,687.722
200.04,-43.4867,726.555
-181.723,55.1517,871.219
-269.849,-228.971,832.386
812.308,-163.95,30.9595
-0.852454,0.432868,-0.293167
731.023,-387.553,-62.8414
683.097,-291.833,217.852
895.978,62.3395,121.789
939.133,-38.7539,-152.961
88.5319,90.7072,0
90.1024,89.1367,0
295.922,300.413,0
416.043,424.246,0
0.829266,0,0
0.00125428,0,0
6,0,0
43.1834,-148.545,636.173
0.0104881,0.197977,-0.980151
215.398,-337.293,599.892
280.832,-50.448,658.531
-129.032,40.2024,672.455
-194.466,-246.642,613.816
656.041,-213.574,35.1739
-0.941563,0.155641,-0.298722
642.764,-451.45,-46.9148
572.008,-370.061,218.511
666.406,22.5325,125.522
742.988,-55.3167,-156.423
89.7144,86.5434,0
91.319,88.148,0
286.499,302.354,0
414.352,423.034,0
0.690827,0,0
0.00097488,0,0
7,0,0
20.035,-158.208,659.423
-0.122614,0.106893,-0.986681
189.789,-348.071,617.759
256.511,-56.5135,641.053
-149.719,31.6538,701.087
-216.441,-259.903,677.793
680.322,-194.221,48.1121
-0.941195,0.291999,-0.169966
626.589,-421.174,-44.239
596.99,-353.482,235.954
735.817,39.673,142.631
761.891,-41.8996,-141.898
91.6868,89.8249,0
89.1435,87.2816,0
289.77,297.137,0
414.359,427.263,0
0.709136,0,0
0.00101168,0,0
8,0,0
33.4817,-158.36,655.392
-0.0506639,0.106681,-0.993002
206.451,-347.651,626.23
270.329,-55.879,654.317
-139.488,30.9314,684.553
-203.365,-260.84,656.466
672.205,-205.932,48.0441
-0.958212,0.225355,-0.176195
634.92,-437.055,-44.7918
598.865,-365.731,242.506
709.699,26.6991,141.672
745.335,-47.6415,-147.209
92.2765,87.911,0
91.7733,87.4078,0
298.206,300.414,0
417.521,420.064,0
0.704681,0,0
0.00100772,0,0
9,0,0
41.8217,-158.389,652.559
-0.0034464,0.104461,-0.994523
216.418,-347.328,632.109
278.215,-55.3457,662.563
-132.775,30.5492,673.01
