-80.3693,-141.633,728.518
0.546317,0.116615,-0.82942
-83.0501,208.706,776.009
-376.486,-117.911,536.809
-77.6884,-491.972,681.027
215.747,-165.355,920.227
944.909,66.412,-2.8225
-0.859198,-0.469404,-0.203567
1119.95,-260.859,13.0132
862.498,64.4839,349.458
782.021,376.068,-29.351
1015.16,85.9542,-344.41
88.8439,92.8726,0
87.5907,94.1258,0
487.631,497.049,0
508.932,534.159,0
0.947245,0,0
0.00139662,0,0
1,0,0
-68.6089,-134.294,726.607
-0.509557,0.185481,-0.840207
-48.0447,212.783,790.755
-372.123,-149.703,907.277
-89.173,-481.371,662.459
234.906,-118.885,545.937
952.52,55.5988,3.40201
-0.902906,0.426925,-0.0499653
798.635,-269.279,8.32576
940.733,71.9582,356.193
1105.94,378.51,-9.96339
964.77,41.2052,-340.948
90.1584,87.0527,0
88.7279,91.8336,0
493.209,495.977,0
505.311,507.589,0
0.954148,0,0
0.00141665,0,0
2,0,0
42.3581,-173.805,1326.24
-0.213726,0.0812533,-0.973509
22.784,177.601,1359.86
-302.471,-200.048,1399.75
61.9322,-525.211,1292.61
387.187,-147.563,1252.72
1501.03,-53.7752,20.9473
-0.998835,0.0392149,0.0281066
1486.45,-410.141,-0.159323
1509.74,-79.7998,366.755
1516.11,311.009,47.6614
1491.84,-36.1694,-330.468
92.7967,91.132,0
93.3552,90.5735,0
494.261,498.987,0
504.572,513.911,0
1.50214,0,0
0.00227319,0,0
3,0,0
48.2418,-177.519,1349.94
-0.0523348,-0.355897,-0.933059
32.0384,152.774,1224.86
-304.455,-186.092,1372.99
64.4453,-507.812,1475.01
400.939,-168.946,1326.89
1503.51,-57.3234,22.2224
-0.912531,-0.00528933,0.408974
1500.54,-411.156,11.0115
1639.89,-78.8938,326.236
1510.93,302.963,43.4239
1362.69,-42.2067,-291.782
85.1922,88.7585,0
85.8618,88.089,0
478.731,492.37,0
496.798,503.465,0
1.50477,0,0
0.0025645,0,0
4,0,0
81.6449,-160.632,1172.98
0.410874,0.144005,-0.900247
62.8701,189.227,1220.37
-240.14,-158.06,1026.52
100.42,-510.49,1125.58
403.429,-163.203,1319.43
1355.94,-99.7334,10.7753
-0.925984,-0.376474,-0.0286685
1487.25,-421.696,-2.63953
1353.49,-119.624,351.12
1218.94,236.245,23.7925
1364.08,-93.858,-329.172
92.2886,92.5724,0
