-87.7982,-109.718,718.173
-0.0180089,0.343212,-0.939085
-69.8527,222.035,839.076
-440.838,-95.0429,730.306
-105.744,-441.471,597.269
265.242,-124.393,706.039
916.2,74.2152,-28.9991
-0.977266,-0.0806747,-0.196068
941.904,-282.127,-10.4967
843.443,88.738,327.668
892.14,433.092,-56.7433
987.311,57.1583,-376.424
91.5303,88.5786,0
89.5755,90.5334,0
501.078,502.573,0
511.459,518.385,0
0.919658,0,0
0.00136242,0,0
1,0,0
-80.5725,-141.499,729.221
0.546373,0.115891,-0.829485
-81.1624,208.706,777.761
-376.688,-115.468,537.81
-79.9826,-491.704,680.681
215.543,-167.531,920.632
948.974,65.1584,-2.30563
-0.862657,-0.473387,-0.178123
1131.51,-269.834,3.93593
884.401,53.5472,341.28
773.618,390.779,-18.4343
1006.36,86.1416,-336.004
93.2367,96.7273,0
93.2547,96.7092,0
497.82,505.364,0
507.879,528.622,0
0.951211,0,0
0.00139797,0,0
2,0,0
-68.8868,-135.088,726.142
-0.510521,0.185802,-0.839551
-49.8309,211.878,791.341
-372.297,-152.376,906.816
-87.9427,-482.055,660.942
234.524,-117.801,545.467
953.636,54.0951,3.5015
-0.906989,0.417403,-0.0560893
802.357,-274.588,3.77524
939.364,70.5225,356.531
1104.3,379.411,-11.8814
968.523,41.0354,-334.418
89.8325,85.1378,0
88.1267,92.8214,0
486.789,491.533,0
508.274,512.161,0
0.955175,0,0
0.00141876,0,0
3,0,0
43.289,-173.872,1324.24
-0.214049,0.0820366,-0.973372
23.8038,177.512,1358.14
-301.52,-200.095,1397.85
62.7743,-525.257,1290.34
388.098,-147.65,1250.62
1500.63,-53.4655,19.6808
-0.997819,0.057509,0.0323954
1479.37,-411.965,1.11985
1510.61,-73.6352,362.944
1522.3,308.455,44.75
1490.24,-36.7168,-330.091
93.369,91.2829,0
92.9321,91.7198,0
496.347,497.37,0
500.629,510.565,0
1.50171,0,0
0.00227045,0,0
4,0,0
48.2418,-177.519,1349.94
-0.0523348,-0.355897,-0.933059
32.0384,152.774,1224.86
-304.455,-186.092,1372.99
64.4453,-507.812,1475.01
400.939,-168.946,1326.89
1501.71,-58.4655,21.4943
-0.902987,0.0175827,0.429309
1492.09,-411.135,15.7056
1639.88,-88.5214,313.338
1519.98,307.787,44.9274
1354.89,-41.9925,-287.994
82.3942,88.7899,0
83.2799,87.9042,0
463.147,493.436,0
497.316,510.331,0
1.503,0,0
0.0025645,0,0
5,0,0
81.6449,-160.632,1172.98
0.410874,0.144005,-0.900247
62.8701,189.227,1220.37
-240.14,-158.06,1026.52
100.42,-510.49,1125.58
403.429,-163.203,1319.43
1355.07,-100.791,8.93796
-0.907971,-0.415282,-0.055943
