23.343,-141.478,1039.18
0.102623,0.15646,-0.982338
-92.2883,71.555,1061.03
-217.459,-162.324,1010.71
138.974,-354.512,1017.33
264.145,-120.633,1067.66
1000.76,-245.148,44.975
-0.967744,0.103165,-0.229844
981.156,-491.14,17.1099
935.473,-355.876,270.171
1021.86,9.94074,70.6362
1064.56,-143.516,-178.017
87.7015,90.6029,0
91.2921,87.0122,0
290.557,295.298,0
407.275,425.557,0
1.03133,0,0
0.00162756,0,0
1,0,0
22.3235,-165.991,1051.76
0.0798136,-0.0324237,-0.996282
-99.3155,44.1526,1035.18
-218.214,-198.253,1033.54
143.963,-376.134,1068.35
262.861,-133.728,1069.98
1011.38,-244.992,70.3016
-0.994369,0.103491,0.0228071
985.535,-484.353,29.763
1002.72,-377.276,293.189
1038.68,8.74281,109.216
1018.57,-127.08,-150.962
86.9466,91.0518,0
92.4005,85.5979,0
284.876,294.185,0
401.742,429.127,0
1.043,0,0
0.00167918,0,0
2,0,0
22.0816,-145.571,1040.63
0.0937021,0.133707,-0.986581
-96.9414,66.0018,1058
-218.518,-171.088,1014.32
141.105,-357.144,1023.26
262.681,-120.054,1066.94
1002.16,-243.385,50.6469
-0.979992,0.106048,-0.16843
980.213,-493.692,20.7626
951.727,-356.466,272.91
1024.58,10.4924,80.0896
1052.14,-133.874,-171.174
89.8404,90.8253,0
91.1784,89.4874,0
288.48,291.093,0
414.104,420.886,0
1.03254,0,0
0.00163121,0,0
3,0,0
75.3228,-158.341,1074.16
0.39935,-0.00784955,-0.916765
-40.6243,49.153,1021.88
-145.242,-195.929,978.406
191.27,-365.836,1126.45
295.888,-120.754,1169.92
1025.53,-299.854,67.0047
-0.973979,-0.22555,-0.0221673
1083.17,-544.45,23.1161
1048.92,-422.942,291.399
967.201,-51.3326,101.013
1002.81,-180.692,-147.509
88.5804,93.7224,0
91.7486,90.5542,0
282.428,296.5,0
409.743,425.463,0
1.07056,0,0
0.00181216,0,0
4,0,0
74.369,-184.909,1092.51
0.409172,-0.258237,-0.875153
-27.8403,9.35003,987.405
-146.926,-232.461,1003.08
176.578,-379.169,1197.62
295.664,-137.357,1181.95
1039.72,-300.144,92.1645
-0.95115,-0.223571,0.212907
1086.83,-540.432,50.321
1116.85,-423.224,307.492
990.831,-51.8818,134.461
964.361,-185.038,-123.616
87.7621,89.6166,0
90.6672,86.7115,0
284.211,291.608,0
414.196,428.62,0
1.08609,0,0
0.00210051,0,0
5,0,0
76.2027,-148.427,1069.36
0.401953,0.0792389,-0.912225
-43.7818,60.4493,1034.63
-143.29,-182.007,969.723
196.187,-357.302,1104.08
295.695,-114.846,1168.99
1021.3,-299.396,55.4975
-0.959211,-0.244823,-0.141337
1087.92,-540.747,21.4573
1019.73,-422.832,279.999
954.593,-56.5975,87.6527
1022.97,-177.407,-167.118
89.0152,90.1392,0
89.8556,89.2987,0
290.135,292.229,0
414.482,418.768,0
1.06573,0,0
0.00175585,0,0
6,0,0
-17.7965,-146.086,1033.72
-0.129148,0.1331,-0.982652
-128.317,66.3787,1077.02
-258.344,-169.78,1062.12
92.7237,-358.551,990.413
222.751,-122.392,1005.31
1002.27,-205.763,49.4045
-0.933677,0.295353,-0.202518
932.744,-446.252,19.2024
923.529,-303.357,270.089
1069.76,32.07,85.122
1083.04,-105.514,-176.795
90.0859,87.0324,0
87.9989,89.1194,0
288.874,296.153,0
410.007,420.841,0
1.02436,0,0
0.00162257,0,0
7,0,0
-24.5678,-172.946,1041.18
-0.178369,-0.114865,-0.977236
-153.188,33.6631,1040.37
-260.498,-209.372,1088.52
104.052,-379.556,1041.99
211.362,-136.521,993.836
1010.63,-200.034,76.1209
-0.935062,0.348856,0.0629136
921.216,-431.82,32.4695
977.596,-327.992,294.7
1098.51,27.1168,122.717
1045.19,-67.4399,-145.403
89.3184,86.9029,0
87.0769,89.1444,0
287.618,289.261,0
412.675,424.007,0
1.03304,0,0
0.00163881,0,0
8,0,0
-2.27436,-168.228,1040.97
-0.0306683,-0.0549223,-0.99802
-125.514,41.493,1033.21
-243.273,-200.881,1050.17
120.966,-377.95,1048.72
238.724,-135.575,1031.76
1003.75,-220.273,72.2422
-0.976162,0.214949,0.0300791
950.1,-458.132,30.8999
982.642,-348.268,301.887
1059.31,27.1479,107.09
1022.95,-101.84,-150.908
85.8972,90.8239,0
90.4374,86.2837,0
290.728,294.216,0
406.577,429.837,0
1.03017,0,0
0.00164755,0,0
9,0,0
-11.3543,-167.855,1042.52
-0.0887662,-0.0555745,-0.994501
-134.35,42.152,1041.76
-251.485,-199.931,1065.75
111.641,-377.861,1043.28
228.777,-135.778,1019.3
1005.95,-211.502,71.4913
-0.961564,0.27437,0.0107822
937.441,-450.306,38.1398
973.686,-333.282,292.614
1076.09,32.7939,109.982
1036.6,-95.216,-154.77
90.0367,89.2101,0
91.1694,88.0774,0
282.427,296.715,0
416.095,421.726,0
1.03043,0,0
0.00164249,0,0
10,0,0
